Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
42,0,1,25,3,2,2,1,0,3,1,7,1,3,0,0,1,17759,1
33,0,1,23,2,1,4,6,0,5,3,3,1,4,0,1,1,22597,1
25,1,1,24,2,2,4,5,0,4,0,3,0,3,1,2,1,20805,0
28,1,1,12,1,2,3,5,3,3,1,3,1,3,0,1,3,31486,0
40,1,1,8,3,2,2,3,2,3,1,1,0,5,1,0,4,34436,0
31,1,1,10,1,1,3,4,0,5,3,7,1,4,1,2,1,21335,1
42,1,2,16,2,1,2,3,4,5,0,1,0,3,0,1,0,31799,0
51,0,3,15,1,2,3,4,1,3,1,5,1,5,0,1,2,25474,1
36,0,1,9,3,2,1,3,0,4,2,5,0,4,1,0,1,17088,0
35,0,1,24,2,2,2,3,3,3,3,3,0,3,0,0,3,24362,0
39,0,1,6,2,2,2,3,2,3,1,2,1,3,0,1,4,34197,0
40,1,3,14,2,2,4,4,0,3,1,3,1,1,1,3,1,23212,1
25,1,1,16,3,2,4,2,0,3,1,3,0,1,0,1,1,23079,0
29,1,1,13,2,2,2,3,1,3,1,2,1,3,0,0,2,21623,0
45,0,1,30,3,2,4,4,1,4,1,6,0,3,0,2,2,20720,0
46,1,1,17,2,2,4,4,0,3,0,5,0,5,1,1,1,21332,0
52,1,1,11,2,2,3,4,0,3,1,2,1,1,0,1,1,21139,1
25,0,1,11,2,2,3,5,0,3,1,2,0,3,0,2,1,21840,0
46,1,1,15,2,2,4,4,1,3,1,2,0,3,1,1,2,22375,0
35,1,3,17,2,1,3,4,0,3,1,3,1,1,0,2,1,20898,0
37,1,1,13,2,2,3,4,0,3,1,2,0,5,1,2,1,21888,0
36,1,1,7,2,1,3,2,0,3,2,5,0,3,1,2,1,21184,0
20,0,3,15,3,1,2,3,0,3,2,2,1,4,0,0,1,17323,1
37,1,1,9,2,2,2,3,3,3,0,2,0,2,1,0,3,24434,0
40,0,3,27,2,2,3,4,1,3,1,4,0,3,1,1,2,22805,0
46,0,3,32,2,2,3,4,1,4,3,1,0,4,1,2,2,22991,0
35,0,3,11,3,1,4,4,1,3,0,2,0,2,1,1,2,25216,0
50,0,1,26,3,2,2,3,4,3,1,3,1,4,1,1,0,26245,0
42,1,1,26,2,2,3,4,1,5,1,4,0,1,0,1,2,21750,0
36,1,3,6,2,2,2,3,1,3,0,2,1,3,1,1,2,21201,0
46,1,1,21,2,2,2,3,2,4,1,6,0,3,1,1,4,34081,0
27,1,3,35,3,2,4,4,1,4,0,3,0,3,1,1,2,24950,0
57,1,3,35,3,2,2,4,4,3,1,4,0,3,0,0,0,29118,0
43,0,3,19,2,2,3,4,4,5,2,2,1,5,1,2,0,32436,1
23,1,1,13,3,2,4,4,0,3,1,2,0,1,1,2,1,21451,0
25,1,3,24,2,2,3,1,1,3,0,3,0,1,0,0,2,21232,0
25,1,3,17,3,1,4,4,1,3,1,3,1,2,0,3,2,22938,0
29,1,1,6,1,2,2,3,0,3,2,1,0,1,0,0,1,17058,1
37,0,1,15,2,1,4,3,3,5,0,2,0,3,0,1,3,30391,0
57,1,1,15,2,1,4,4,0,5,1,6,1,4,1,2,1,22935,0
29,1,1,29,2,2,2,3,0,3,2,1,0,3,1,0,1,17201,0
31,1,1,25,2,1,4,4,0,3,3,3,0,1,1,3,1,21310,0
27,1,1,14,3,1,3,5,3,5,1,2,1,4,1,2,3,21553,1
29,1,3,29,2,1,2,4,3,5,0,2,0,3,0,0,3,22336,1
39,1,3,11,1,2,2,3,1,3,1,4,0,1,0,0,2,17086,1
36,0,3,17,1,1,3,3,3,3,1,1,0,5,0,2,3,24738,0
55,1,3,9,2,1,3,5,3,3,1,8,0,5,1,2,3,29364,0
50,1,1,7,2,2,3,4,4,3,2,6,0,3,1,1,0,34057,0
28,0,1,22,2,1,4,5,0,5,1,2,0,4,1,1,1,23452,0
35,1,1,7,2,2,3,4,0,3,1,3,0,3,1,2,1,21369,0
20,1,1,16,2,2,3,4,0,5,2,3,0,3,0,1,1,21230,0
33,0,1,7,2,1,4,5,0,4,0,8,0,3,1,1,1,21010,0
50,0,1,6,2,1,3,3,2,4,0,4,1,2,0,2,4,33172,0
34,1,3,23,2,0,4,4,3,5,3,4,1,5,0,1,3,27242,1
28,1,1,8,2,2,3,4,0,4,1,1,0,1,0,2,1,18201,0
48,0,3,13,3,1,3,3,0,3,1,3,1,4,1,1,1,17655,1
35,1,1,33,2,2,2,3,1,3,1,3,0,5,0,1,2,21883,0
29,1,1,6,1,2,3,4,0,5,2,7,0,3,0,2,1,17362,1
31,0,3,29,2,1,4,4,3,5,0,2,0,2,1,1,3,27090,0
28,0,3,9,2,2,3,6,1,3,3,5,0,4,1,2,2,23749,0
45,1,1,17,2,2,3,4,1,3,1,4,1,3,0,2,2,25143,0
38,0,2,16,2,2,3,3,1,3,1,4,0,3,0,2,2,21077,0
35,1,1,17,2,2,3,4,0,4,1,3,0,2,1,1,1,20686,0
36,1,1,32,3,1,3,4,3,3,1,3,1,3,0,2,3,29066,0
21,0,3,6,1,1,2,4,0,4,2,2,1,5,1,1,1,17174,1
35,1,1,15,2,1,3,4,1,5,1,5,0,5,1,2,2,23799,0
35,0,1,10,2,2,3,5,0,3,0,5,0,2,1,1,1,21657,0
35,1,1,15,2,2,3,4,1,4,3,1,0,2,1,2,2,21540,0
30,1,1,22,2,2,3,4,0,3,2,3,0,3,1,2,1,21018,0
39,1,1,9,3,2,4,4,0,3,1,8,1,4,0,3,1,21735,0
53,0,3,8,3,1,2,4,3,4,0,3,0,2,0,1,3,22525,0
52,0,3,9,3,2,3,4,3,4,0,4,0,4,0,1,3,29274,0
33,0,1,23,2,1,4,6,0,5,3,3,1,4,1,3,1,22597,1
25,0,1,8,2,2,3,1,1,3,1,2,0,1,0,1,2,20206,0
28,0,3,7,3,2,4,4,1,4,0,2,1,2,0,3,2,25027,0
36,1,1,9,2,2,3,5,3,4,1,4,0,4,1,1,3,28952,0
31,0,1,16,3,1,2,3,3,3,1,5,0,1,1,1,3,26031,0
38,1,3,6,2,2,2,4,0,5,2,5,0,3,0,1,1,17858,0
39,0,1,10,2,2,3,4,0,3,1,5,0,3,1,1,1,21499,0
36,1,1,14,2,2,4,5,0,3,1,3,0,3,1,1,1,21368,0
36,1,1,6,2,1,2,3,1,4,1,1,0,5,1,1,2,20228,0
41,1,3,33,3,2,4,4,1,5,0,3,0,2,1,2,2,27074,0
30,1,3,22,2,2,3,3,1,3,0,1,0,3,0,2,2,20301,0
28,1,1,7,3,2,3,4,0,4,1,3,0,3,0,1,1,22494,0
36,1,1,21,2,2,3,5,0,4,1,3,1,5,1,2,1,22421,1
49,1,1,11,2,2,4,5,3,3,2,2,0,5,1,1,3,29677,0
52,0,1,7,3,0,2,5,3,5,3,5,0,1,1,1,3,26162,0
31,1,3,12,2,1,3,4,3,3,1,4,0,4,1,2,3,28097,0
27,1,1,15,3,1,4,3,0,4,2,2,0,3,0,1,1,17279,0
35,1,3,33,2,2,2,3,1,3,2,2,1,5,0,0,2,20813,1
32,1,3,20,3,2,3,4,1,5,1,4,0,1,0,2,2,22911,1
28,1,1,11,2,2,3,2,1,4,1,3,1,4,1,1,2,24820,0
34,0,2,29,2,1,2,3,3,5,1,1,1,3,1,0,3,24950,1
52,1,1,9,3,2,2,4,3,3,1,3,1,1,1,0,3,22969,0
21,1,1,21,2,2,3,3,0,3,2,2,0,3,1,1,1,16232,0
55,1,3,8,3,2,2,3,1,3,2,5,0,1,1,0,2,20160,1
53,1,1,29,2,1,3,3,4,3,2,7,0,5,1,1,0,29275,0
27,0,1,9,3,2,2,3,0,3,0,2,0,2,1,0,1,16706,0
36,0,1,10,2,1,3,3,1,4,1,1,0,3,1,1,2,20131,0
31,1,1,8,2,2,2,3,0,3,1,1,1,4,1,1,1,17695,0
22,1,3,12,3,2,3,4,0,5,2,3,1,1,1,1,1,21058,0
29,1,3,33,2,2,3,5,1,5,0,3,0,4,1,1,2,23402,0
32,0,3,12,3,1,3,4,0,4,1,3,0,3,0,2,1,21467,0
21,1,1,11,1,2,3,4,0,5,3,3,0,3,1,2,1,21651,1
48,1,3,9,2,1,4,5,0,3,3,3,1,2,1,1,1,21972,0
26,1,3,11,2,1,4,5,1,3,3,3,1,1,0,3,2,23165,0
26,1,1,27,3,2,2,3,0,3,1,2,0,5,1,0,1,17377,1
20,1,1,17,3,1,3,4,0,5,2,2,1,3,0,1,1,17600,1
46,1,3,9,1,2,3,6,1,3,3,2,0,5,0,1,2,25310,0
50,0,1,8,3,1,1,3,4,5,0,3,0,3,1,0,0,32856,0
41,0,1,16,3,2,3,4,0,4,1,2,1,4,0,2,1,22295,0
35,1,1,15,2,1,3,4,1,5,1,5,0,5,1,1,2,23799,0
25,1,1,36,3,2,4,4,0,5,1,3,0,4,1,2,1,22585,0
26,1,3,14,1,2,2,4,1,5,2,7,0,3,0,0,2,20326,1
48,1,3,9,2,1,4,5,0,3,3,3,1,1,0,1,1,21972,0
27,0,1,7,2,1,3,4,1,4,1,3,0,5,0,2,2,25075,0
37,0,3,15,1,2,3,4,1,3,1,6,0,3,1,1,2,23757,0
43,0,1,15,2,2,2,3,0,3,2,5,0,3,0,1,1,17438,0
43,1,1,9,2,1,3,4,1,3,0,3,0,2,1,1,2,22767,0
39,0,1,13,3,1,4,6,1,3,1,2,1,1,0,3,2,24007,0
36,0,1,9,3,2,4,5,0,3,3,2,1,3,1,1,1,23608,0
54,1,1,14,2,2,3,3,4,3,0,5,0,2,0,1,0,33492,0
40,1,1,12,2,0,3,3,4,3,3,1,0,5,1,2,0,28237,0
32,1,1,9,2,2,3,4,0,3,1,2,1,4,1,2,1,21373,0
37,1,1,7,2,1,3,4,1,4,1,2,0,5,1,2,2,23906,0
44,0,1,34,2,1,3,4,3,5,0,2,0,4,0,1,3,29498,0
20,1,3,8,3,1,2,4,0,3,2,2,0,4,1,0,1,17044,1
47,1,3,16,3,2,4,5,3,3,3,3,0,5,0,2,3,28297,1
40,1,1,25,3,2,1,3,1,3,1,1,1,1,1,0,2,17741,0
53,1,1,11,2,1,2,3,2,3,1,5,0,4,1,0,4,34094,0
18,0,1,20,3,1,2,3,0,3,2,2,0,5,1,0,1,16514,0
36,1,1,10,2,2,2,4,1,3,2,2,0,5,1,1,2,20810,0
46,1,1,13,2,2,3,4,3,5,0,6,1,3,0,1,3,31923,0
25,0,1,11,2,2,3,5,0,3,0,2,0,3,0,1,1,21840,0
30,0,1,8,3,1,2,3,0,3,2,1,0,4,1,0,1,17564,0
35,1,1,9,1,0,4,4,1,3,3,3,0,5,1,2,2,25365,0
43,0,1,23,1,2,2,4,0,3,1,1,1,5,1,1,1,17437,1
27,1,1,7,3,2,3,5,0,5,0,3,0,3,0,2,1,22633,0
51,1,3,33,2,2,2,3,1,3,2,2,1,5,1,1,2,29026,1
36,1,1,16,1,1,3,3,3,3,0,4,0,3,0,2,3,22094,0
22,1,3,14,3,2,3,4,0,4,3,3,0,5,1,2,1,21357,1
39,1,2,8,2,1,2,4,1,3,1,1,0,3,1,0,2,20204,0
20,1,3,28,2,2,3,5,0,4,2,3,1,2,0,2,1,20799,1
52,1,1,16,2,2,4,4,0,3,1,5,0,3,1,1,1,20753,0
41,0,1,16,3,1,3,4,3,3,2,2,0,4,0,1,3,32177,0
38,1,1,9,1,1,2,3,1,3,2,4,1,5,0,0,2,1000,0
37,1,1,12,3,2,2,1,1,5,1,5,1,3,1,1,2,20974,0
19,1,3,16,3,2,3,4,0,3,2,3,0,5,0,2,1,20289,1
40,0,3,11,2,2,2,4,3,5,0,6,1,5,0,1,3,25475,0
24,1,1,24,2,2,2,3,0,3,1,1,0,4,0,0,1,17774,0
50,1,3,34,3,2,2,4,3,5,1,5,1,5,0,0,3,25854,1
44,0,1,7,2,1,3,4,1,3,0,6,0,2,1,2,2,24240,0
55,1,3,6,2,2,3,3,3,3,1,4,0,1,0,2,3,25239,0
19,1,1,15,2,2,2,3,0,5,2,2,0,3,0,1,1,17552,0
32,1,1,6,3,2,2,3,1,3,1,2,1,4,1,1,2,21162,0
25,1,3,11,3,2,2,4,1,3,2,2,1,3,1,0,2,20744,1
41,0,1,8,2,1,3,4,1,3,3,3,1,1,0,0,2,21811,0
48,0,1,36,2,2,3,4,3,4,1,3,1,3,1,1,3,30527,1
44,0,1,30,2,2,2,3,0,3,1,4,1,5,0,1,1,18161,1
26,0,1,6,2,1,2,3,1,4,1,2,0,5,1,1,2,21397,0
35,1,1,6,3,2,2,4,0,3,0,7,0,2,1,1,1,17258,0
39,1,1,9,2,2,3,4,1,3,0,2,0,2,0,2,2,25231,0
46,1,1,27,3,1,3,3,1,4,1,5,0,3,1,2,2,23926,1
34,0,3,8,3,1,3,3,0,3,0,7,0,5,1,2,1,17231,0
31,1,1,29,3,2,3,4,1,3,1,1,0,3,0,1,2,20582,0
36,1,1,34,3,1,3,5,0,5,2,3,0,4,1,2,1,21237,0
60,1,1,10,2,2,4,5,0,3,0,5,0,3,0,2,1,20855,0
32,1,1,11,2,1,2,1,0,3,1,4,0,5,1,1,1,18312,0
31,1,3,7,2,2,4,5,1,5,1,3,0,4,1,2,2,28392,1
32,0,1,13,2,2,3,1,0,4,1,2,0,1,0,1,1,17794,0
36,1,1,8,2,1,3,3,0,3,0,5,0,5,1,0,1,17543,0
40,1,1,13,3,2,4,4,0,5,1,2,1,1,1,2,1,21082,1
30,0,1,6,2,2,2,4,3,3,3,2,0,5,1,1,3,23474,0
34,0,3,9,3,0,4,4,1,4,3,2,0,1,0,1,2,23825,0
37,1,1,14,2,2,4,4,0,4,2,4,0,1,0,3,1,20691,0
29,1,1,8,2,2,3,3,0,4,1,1,0,4,1,0,1,17703,0
21,0,1,13,2,1,4,5,0,3,3,3,1,1,0,1,1,21604,1
48,0,3,9,3,2,3,4,1,4,1,2,0,1,0,2,2,23656,0
40,1,1,7,3,1,4,4,0,3,1,2,0,3,1,1,1,20910,0
34,0,1,13,2,2,3,5,1,3,2,2,1,5,1,0,2,21074,1
37,1,1,11,3,2,3,3,1,3,1,1,0,3,0,0,2,21347,0
43,1,1,20,2,2,3,3,4,5,0,7,0,5,1,0,0,32159,0
44,1,1,9,3,1,4,2,0,3,1,3,0,1,1,3,1,21323,0
37,1,2,12,2,2,3,3,0,5,1,5,1,1,0,2,1,17073,1
39,1,1,36,3,2,4,4,1,5,1,2,1,3,1,3,2,25351,1
30,1,1,14,1,1,3,4,0,3,1,5,1,4,1,2,1,22017,1
22,1,1,10,3,2,4,5,0,3,3,3,0,5,1,2,1,21908,0
35,1,1,9,3,1,3,5,0,5,3,3,0,1,1,1,1,23059,0
31,1,3,16,3,1,2,3,1,3,1,3,1,1,0,0,2,21583,0
41,1,1,12,3,2,3,4,1,4,2,7,1,3,1,0,2,21032,0
55,1,1,26,3,1,4,4,1,5,1,2,1,3,0,1,2,24163,0
32,1,3,10,3,2,2,5,3,3,1,2,0,1,1,0,3,25400,1
39,0,1,6,2,2,3,3,1,3,1,2,1,5,1,2,2,21472,0
30,1,1,15,3,2,4,5,1,3,0,3,1,3,0,1,2,23734,0
34,0,1,7,3,2,3,5,0,3,1,3,0,3,0,1,1,20686,0
28,0,1,17,2,2,3,4,3,5,1,3,0,3,1,1,3,27471,0
21,1,1,16,2,1,2,4,0,5,2,2,0,3,1,0,1,16416,1
43,1,1,14,3,1,4,2,1,4,0,8,1,1,0,1,2,21050,0
38,1,3,9,2,2,2,3,1,3,3,1,1,3,1,0,2,21861,0
42,1,1,21,2,2,3,4,0,3,1,6,0,4,1,2,1,21129,0
33,1,1,15,3,2,2,3,0,3,1,1,0,1,0,1,1,17781,0
41,1,3,17,1,1,3,5,1,4,1,2,0,5,1,2,2,25530,0
35,1,1,15,2,1,3,4,3,3,1,2,1,4,1,2,3,25685,0
25,1,1,25,2,2,3,4,0,3,0,2,0,4,1,1,1,21452,0
42,1,1,19,1,1,3,4,2,3,0,3,0,4,1,1,4,38223,1
38,1,1,8,2,2,2,3,1,3,1,1,0,1,1,1,2,21553,0
47,0,1,7,3,2,3,5,3,5,0,4,1,2,1,2,3,29351,0
27,1,1,22,1,1,2,3,0,4,0,1,0,2,1,0,1,17811,0
52,1,1,6,2,2,3,3,4,3,1,3,0,1,1,2,0,32099,0
36,1,3,25,3,1,3,4,1,3,0,3,0,4,1,1,2,23279,0
45,0,1,7,3,2,3,4,0,4,1,3,1,3,1,2,1,21020,1
36,1,3,8,2,2,3,3,0,3,2,4,1,3,0,0,1,17644,0
49,1,3,14,1,2,2,4,4,4,1,7,0,4,1,1,0,28120,0
42,1,1,6,2,1,2,4,1,3,1,1,1,3,0,0,2,21062,0
39,0,1,13,3,1,4,6,1,3,1,2,1,2,0,3,2,24007,0
27,0,3,6,3,2,3,3,1,4,0,1,1,2,0,2,2,21349,0
28,1,1,21,2,2,2,3,0,3,1,2,0,4,1,1,1,17207,0
40,1,3,28,3,2,3,4,1,3,0,3,1,3,1,1,2,21380,1
28,1,1,7,2,1,4,4,3,5,1,3,0,4,0,3,3,26090,0
46,0,1,13,3,1,1,3,1,3,1,3,0,5,1,0,2,20258,0
31,1,1,6,2,2,3,4,0,5,1,2,0,4,1,1,1,17218,0
46,1,1,36,3,2,3,4,0,3,3,7,0,2,1,1,1,22130,0
24,1,1,17,1,2,3,2,0,3,1,4,0,1,1,1,1,20751,0
34,0,1,7,2,1,3,2,1,4,0,3,1,3,0,2,2,24166,0
34,0,1,11,1,2,3,4,1,4,1,7,0,1,0,1,2,21733,0
36,0,1,9,2,1,3,5,0,5,3,4,1,3,0,1,1,22184,1
44,1,1,19,2,2,3,5,4,4,1,3,0,3,1,2,0,33014,0
27,0,1,9,2,2,3,4,0,5,0,8,1,5,1,1,1,20720,1
59,1,3,17,3,2,3,4,4,3,2,2,0,3,1,2,0,32550,0
44,1,1,14,2,2,3,1,0,3,0,3,1,3,1,2,1,17818,0
30,1,1,10,3,2,4,5,3,3,1,3,0,1,0,3,3,30613,0
34,0,3,14,3,2,3,4,1,5,0,2,0,3,0,1,2,23051,0
24,1,1,29,3,2,2,2,0,3,0,2,1,4,0,1,1,17725,0
43,1,1,15,2,2,3,4,0,3,3,6,0,1,1,2,1,22646,0
52,1,1,12,1,2,3,3,1,5,1,4,1,4,1,1,2,20577,0
36,0,1,9,2,1,4,4,1,5,1,4,0,4,1,3,2,23771,0
37,0,3,15,3,2,3,3,3,4,1,2,0,2,1,0,3,23834,0
28,1,3,15,3,1,3,4,1,4,0,3,0,2,0,1,2,24892,0
33,0,1,12,1,2,4,4,0,4,3,4,0,3,1,2,1,21396,0
38,1,1,10,3,1,2,3,0,3,1,1,0,5,0,0,1,18306,0
32,0,1,10,2,1,3,4,0,3,3,3,0,4,1,2,1,22762,1
45,0,1,12,2,2,3,5,0,3,3,5,0,1,0,2,1,21840,0
35,1,3,7,3,2,4,2,1,3,1,2,0,5,1,3,2,28403,0
59,1,1,9,1,1,4,5,3,3,1,2,0,5,0,1,3,21050,1
20,1,3,8,3,1,2,4,0,3,2,2,0,4,0,1,1,17044,1
35,1,1,7,2,2,3,5,0,3,1,3,1,1,1,2,1,22300,0
34,0,1,9,2,2,2,4,0,3,0,4,0,2,1,0,1,17979,0
40,0,1,32,3,1,2,3,1,4,1,2,0,1,0,1,2,20605,0
29,1,1,24,3,2,2,4,0,3,2,2,1,3,0,1,1,17389,1
60,1,3,7,1,2,4,4,3,3,0,5,1,2,0,2,3,30582,0
38,1,1,17,2,2,4,3,0,3,3,5,0,4,1,2,1,23358,0
39,1,1,7,2,1,3,4,0,5,3,5,0,2,1,2,1,21297,0
39,0,1,15,2,2,3,3,1,4,3,1,0,1,1,0,2,21782,0
36,0,3,6,3,1,2,3,1,3,3,5,0,1,1,1,2,21653,0
24,0,1,13,2,1,2,3,0,3,1,2,1,4,0,0,1,17886,1
32,0,3,14,3,0,2,3,3,3,3,2,0,4,1,1,3,23998,0
28,1,3,16,3,2,3,3,0,4,0,2,0,5,1,1,1,16052,0
39,1,3,8,2,2,2,1,3,3,3,1,0,1,0,0,3,22880,0
47,0,3,15,2,2,2,5,4,3,1,1,0,5,1,1,0,27936,1
30,1,1,35,2,1,4,4,0,3,1,6,0,5,0,2,1,21192,0
47,1,3,17,3,1,4,5,3,3,0,4,1,2,1,2,3,27749,0
28,0,3,15,3,2,3,4,1,3,1,2,0,3,1,2,2,23020,0
39,1,3,7,2,0,3,5,1,3,3,6,0,2,1,2,2,27364,0
43,1,1,9,3,1,3,5,0,5,1,2,1,4,1,2,1,21271,0
46,1,1,14,2,2,3,4,3,5,1,4,0,3,1,2,3,28402,0
38,1,1,8,2,2,2,3,1,3,0,1,0,2,0,1,2,21553,0
45,1,3,17,2,1,2,3,4,3,1,4,0,4,0,1,0,32650,0
24,1,1,16,3,2,3,4,0,5,0,3,0,3,0,2,1,21178,0
39,1,1,9,3,2,3,4,1,3,1,1,0,4,0,2,2,18069,0
30,1,3,13,3,2,2,3,0,4,2,1,0,2,1,0,1,17983,0
32,1,1,6,2,2,3,3,0,5,2,2,0,1,0,1,1,17956,0
26,1,1,10,3,2,4,4,0,5,1,7,0,5,1,2,1,22709,1
35,1,1,9,2,2,3,5,1,5,0,8,0,4,0,2,2,24635,0
40,1,1,8,3,1,2,4,0,3,2,1,1,3,1,1,1,17342,0
34,1,3,32,3,2,3,5,3,4,3,4,1,5,1,1,3,27058,1
55,1,1,8,3,1,2,5,2,3,0,5,0,4,1,1,4,34187,0
39,1,1,6,2,1,3,4,4,3,1,2,0,3,1,0,0,27742,0
41,1,3,23,3,2,4,4,3,3,1,4,0,5,0,2,3,22222,1
26,0,1,9,1,2,3,3,0,5,2,1,0,3,0,2,1,18102,1
40,1,3,16,3,2,3,4,3,4,1,3,0,4,1,1,3,24705,0
37,1,1,9,2,0,3,4,1,4,3,2,1,3,1,1,2,24088,0
27,0,1,14,3,2,4,4,0,3,2,3,0,4,1,3,1,21248,0
49,1,1,13,2,2,2,4,3,3,3,1,0,2,1,1,3,25965,0
46,1,1,8,1,2,2,3,1,3,1,3,0,2,1,0,2,22379,0
35,1,1,26,3,2,4,4,0,3,1,2,0,3,0,3,1,21339,0
39,1,1,10,1,1,3,4,1,3,3,5,1,5,1,1,2,22995,0
31,0,3,8,2,1,2,3,3,3,1,2,1,1,1,0,3,24852,0
31,1,3,11,3,1,4,5,1,4,1,3,1,3,1,1,2,23887,0
41,0,1,16,2,2,3,4,4,5,1,5,0,1,1,0,0,32181,0
37,0,3,10,3,2,3,5,3,3,0,6,0,2,0,2,3,28377,0
31,1,3,34,3,2,3,4,1,3,1,2,0,3,1,1,2,23982,0
41,0,3,9,3,2,4,4,1,4,0,7,0,4,1,3,2,23005,0
45,1,2,10,2,1,2,5,3,3,1,5,0,1,1,1,3,24756,0
29,1,1,27,2,1,2,2,3,5,1,2,0,5,1,1,3,24980,0
55,1,3,32,3,2,2,4,2,3,1,2,0,3,1,1,4,34586,0
46,1,3,15,3,2,2,3,3,3,1,5,0,3,0,1,3,25096,1
29,1,3,6,3,1,2,4,0,3,1,7,1,2,0,1,1,17800,1
46,1,1,13,2,2,3,4,3,5,1,6,1,3,1,2,3,31923,0
33,0,1,12,2,2,1,3,1,3,1,4,0,5,1,0,2,22725,0
46,1,3,9,2,2,4,4,1,4,0,2,0,5,1,1,2,23483,0
33,0,3,9,2,1,4,4,0,5,1,3,0,3,1,1,1,21505,0
42,1,1,8,3,1,2,4,0,5,1,1,1,4,1,0,1,17593,0
32,1,2,9,2,2,4,5,1,5,0,5,0,3,0,2,2,25088,0
36,0,3,14,2,2,3,4,3,5,3,2,0,2,0,2,3,22587,0
54,1,3,7,3,0,3,4,1,5,3,2,0,2,1,2,2,27059,0
54,1,3,15,3,2,4,4,4,3,0,7,0,3,0,3,0,30514,0
46,0,1,7,2,2,4,5,3,3,1,5,0,1,1,3,3,29426,0
31,1,3,15,2,2,4,4,3,3,1,7,0,3,1,1,3,25942,0
50,1,1,7,1,1,3,5,4,3,2,2,1,3,0,1,0,32642,0
51,1,3,30,3,1,2,4,1,4,2,1,1,5,1,1,2,17838,1
40,0,3,30,2,0,3,1,4,4,3,5,1,3,1,0,0,28194,1
33,0,3,9,2,1,4,4,0,5,1,3,0,3,0,2,1,21505,0
42,0,3,17,2,2,3,4,1,3,3,2,0,2,0,2,2,24908,0
31,1,1,18,3,1,2,3,1,3,0,1,1,4,0,1,2,20855,0
21,1,3,9,3,1,3,5,0,3,2,3,0,4,1,1,1,20722,1
35,1,3,15,2,1,4,4,1,5,1,7,0,1,1,3,2,25178,0
30,1,1,22,2,1,3,5,1,3,3,2,1,3,0,1,2,22871,0
42,1,1,8,3,2,2,3,4,5,0,1,0,3,1,1,0,32665,0
42,0,1,12,2,2,4,5,0,5,1,8,0,3,0,2,1,20785,1
40,1,3,8,3,1,2,3,1,4,1,1,0,2,0,1,2,20715,0
33,0,1,7,1,2,4,4,1,5,1,6,0,4,1,3,2,22765,0
30,1,1,26,1,2,3,4,1,3,1,6,0,5,1,1,2,22940,0
37,0,1,17,2,2,2,3,3,3,1,2,1,3,1,1,3,27185,0
53,1,1,13,2,2,2,2,4,3,0,4,0,2,0,0,0,29814,0
36,1,1,29,2,2,3,6,0,3,3,2,0,4,1,1,1,22908,0
49,1,1,26,3,1,3,3,1,5,0,2,0,2,1,2,2,21567,0
33,1,1,8,2,2,2,3,0,3,2,1,0,3,0,1,1,17500,0
43,1,3,7,2,2,3,4,1,3,0,3,0,3,1,1,2,23585,0
36,1,1,7,2,1,3,2,0,3,2,5,0,3,0,1,1,21184,0
39,1,1,9,2,2,3,4,0,3,3,7,1,1,0,1,1,22622,0
36,1,1,32,2,2,3,5,1,3,3,6,0,1,1,1,2,22359,0
38,1,3,13,3,2,4,4,1,3,0,6,0,3,0,1,2,25180,0
37,1,1,12,2,1,3,5,0,5,0,2,1,2,1,1,1,98678,0
28,1,1,13,3,1,4,5,0,3,1,2,0,1,0,2,1,20865,0
40,1,1,7,2,1,4,5,4,3,1,3,0,3,1,1,0,31420,0
22,0,3,7,1,1,3,5,0,4,2,3,1,5,1,2,1,20852,1
45,0,3,8,1,2,4,4,0,3,1,5,0,3,1,2,1,26656,1
36,1,1,11,2,2,4,4,0,3,1,3,0,4,0,1,1,20629,0
29,1,3,20,3,0,3,4,1,3,3,5,1,5,1,2,2,28532,1
40,0,1,7,2,2,4,4,1,3,1,3,1,5,1,3,2,25150,0
55,1,2,26,3,2,3,4,3,4,0,4,0,3,1,1,3,29403,0
41,1,1,6,2,2,3,3,0,3,1,4,0,1,0,0,1,17782,0
22,1,1,12,3,2,4,4,0,3,3,3,0,1,1,2,1,21795,0
50,1,1,15,2,2,3,3,0,3,0,5,0,5,1,0,1,17380,0
37,1,1,21,2,2,4,4,1,3,1,2,1,5,1,1,2,25264,0
53,1,1,13,2,2,2,1,4,3,1,4,0,1,0,1,0,29814,0
31,1,1,24,3,1,4,4,3,5,0,3,1,4,0,3,3,30594,0
46,1,3,8,1,1,3,5,4,4,0,4,1,5,1,2,0,31872,0
41,0,1,28,2,1,3,3,1,3,1,4,1,5,0,0,2,20467,0
32,1,3,14,1,2,4,2,1,3,1,6,0,1,1,2,2,25607,0
32,0,1,16,3,2,3,5,0,5,2,2,1,3,1,1,1,20999,1
26,1,3,35,2,2,3,5,1,3,0,4,0,4,0,1,2,27317,0
54,1,1,20,3,1,3,2,1,5,1,3,0,1,1,1,2,23128,0
25,1,3,10,2,1,4,4,1,3,3,2,0,2,1,1,2,23255,1
45,1,1,11,3,2,3,4,1,4,3,2,0,1,1,2,2,24611,0
